iter	RMSE
1630	0.8667451825
1631	0.8664392987
1632	0.8662295902
1633	0.8661809641
1634	0.8660155464
1635	0.8660065873
1636	0.8658496482
1637	0.8654384942
1638	0.8652348646
1639	0.864863237
1640	0.8644881242
1641	0.864321365
1642	0.8639037788
1643	0.8638929943
1644	0.8633281364
1645	0.8626351174
1646	0.8626277519
1647	0.8623829609
1648	0.862011025
1649	0.8615403129
1650	0.8608013353
1651	0.8605463603
1652	0.8600859058
1653	0.8599064567
1654	0.8598864586
1655	0.8598766352
1656	0.8593784187
1657	0.8589495581
1658	0.8584212828
1659	0.8581225032
1660	0.8580228504
1661	0.8578791357
1662	0.8572413754
1663	0.8572349908
1664	0.8572261533
1665	0.8570889521
1666	0.8570489876
1667	0.856921442
1668	0.8563772018
1669	0.8561903075
1670	0.8559811488
1671	0.8559286083
1672	0.8556464873
1673	0.8555951479
1674	0.8549665089
1675	0.8544301972
1676	0.8542171559
1677	0.8537763095
1678	0.8532259716
1679	0.8529729983
1680	0.8516032803
1681	0.8514200708
1682	0.8508112362
1683	0.8506114852
1684	0.8503011619
1685	0.8499013879
1686	0.8498470255
1687	0.8497131477
1688	0.848832211
1689	0.848651045
1690	0.8481750592
1691	0.8480856558
1692	0.8480058307
1693	0.847955878
1694	0.8479494542
1695	0.8475051178
1696	0.8473340353
1697	0.8464784916
1698	0.8463422265
1699	0.8462896136
1700	0.8461617348
1701	0.8457167344
1702	0.8455096298
1703	0.8453739461
1704	0.8451768518
1705	0.8448624776
1706	0.8447364887
1707	0.8441592908
1708	0.8437447346
1709	0.8436559139
1710	0.8434052503
1711	0.843277349
1712	0.8429515633
1713	0.842716692
1714	0.8422578532
1715	0.84195345
1716	0.8417715168
1717	0.8416348005
1718	0.8413406693
1719	0.8411677608
1720	0.8408669532
1721	0.8407038811
1722	0.8405000996
1723	0.8399646765
1724	0.8395496773
1725	0.839458638
1726	0.8392623732
1727	0.8388433365
1728	0.8387118252
1729	0.8384893702
1730	0.8380895699
1731	0.8375848117
1732	0.8369697772
1733	0.8365032267
1734	0.8364192244
1735	0.8362753061
1736	0.8356850341
1737	0.8353898773
1738	0.8351939136
1739	0.8348087651
1740	0.8345770878
1741	0.8344443497
1742	0.8341685521
1743	0.8338761193
1744	0.833685825
1745	0.8331977625
1746	0.8326259322
1747	0.83255076
1748	0.8317031454
1749	0.831450669
1750	0.8313211725
1751	0.8307102984
1752	0.8306042511
1753	0.8302771519
1754	0.8301127195
1755	0.8300189441
1756	0.8299081135
1757	0.8297702429
1758	0.8294224876
1759	0.8293268168
1760	0.8291836792
1761	0.8286948669
1762	0.827843248
1763	0.8266192778
1764	0.8265210325
1765	0.8264298668
1766	0.8263195823
1767	0.8258644528
1768	0.824767556
1769	0.8246939361
1770	0.8246872552
1771	0.8246335752
1772	0.8239962897
1773	0.8239373649
1774	0.8239238776
1775	0.8235698639
1776	0.8233917893
1777	0.8232892934
1778	0.8227588366
1779	0.8226430056
1780	0.8221348326
1781	0.8219481961
1782	0.8218400212
1783	0.8213861488
1784	0.8212487294
1785	0.8211387613
1786	0.8205949166
1787	0.8205048419
1788	0.8202037444
1789	0.8197546164
1790	0.8197500057
1791	0.8197270984
1792	0.8196621311
1793	0.8192311777
1794	0.818957239
1795	0.8187774225
1796	0.8187047961
9	0.7419861253
1790	0.7417753195
1791	0.7408682438
1792	0.7407954267
1793	0.7397881563
1794	0.7397812896
1795	0.7397246822
1796	0.7396411552
